Manufacturer,PPU,TDP,Units,Sales,Date,Channel,SOM,Month,Year,Quarter,units_avg_y,units_avg_q,monthly_index,quarterly_index,Model_x,Model_y,BIMBO PPU,DIANA PPU,DINANT PPU,KELLOGGS PPU,OTHERS PPU,PEPSICO PPU,SEÑORIAL PPU,BIMBO TDP,DIANA TDP,DINANT TDP,KELLOGGS TDP,OTHERS TDP,PEPSICO TDP,SEÑORIAL TDP
DIANA,6.5,1054.0,756.23,4918.43,2021-07-01,OT,14.41,7.0,2021.0,3.0,721.48,671.93,1.05,1.13,,,7.35,6.5,7.3,11.36,12.47,9.67,5.82,350.0,1054.0,459.0,692.0,1620.0,2445.0,794.0
DINANT,7.3,459.0,234.66,1713.88,2021-07-01,OT,5.02,7.0,2021.0,3.0,200.74,190.26,1.17,1.23,,,7.35,6.5,7.3,11.36,12.47,9.67,5.82,350.0,1054.0,459.0,692.0,1620.0,2445.0,794.0
KELLOGGS,11.36,692.0,298.91,3396.42,2021-07-01,OT,9.95,7.0,2021.0,3.0,286.54,267.24,1.04,1.12,,,7.35,6.5,7.3,11.36,12.47,9.67,5.82,350.0,1054.0,459.0,692.0,1620.0,2445.0,794.0
OTHERS,12.47,1620.0,561.31,6997.97,2021-07-01,OT,20.51,7.0,2021.0,3.0,519.73,488.81,1.08,1.15,,,7.35,6.5,7.3,11.36,12.47,9.67,5.82,350.0,1054.0,459.0,692.0,1620.0,2445.0,794.0
PEPSICO,9.67,2445.0,1298.61,12556.07,2021-07-01,OT,36.79,7.0,2021.0,3.0,1256.63,1206.4,1.03,1.08,,,7.35,6.5,7.3,11.36,12.47,9.67,5.82,350.0,1054.0,459.0,692.0,1620.0,2445.0,794.0
SEÑORIAL,5.82,794.0,494.62,2881.0,2021-07-01,OT,8.44,7.0,2021.0,3.0,600.34,700.58,0.82,0.71,,,7.35,6.5,7.3,11.36,12.47,9.67,5.82,350.0,1054.0,459.0,692.0,1620.0,2445.0,794.0
BIMBO,3.14,52.0,1239.08,3889.17,2021-07-01,TRADITIONAL,2.54,7.0,2021.0,3.0,1080.19,1014.22,1.15,1.22,,,3.14,0.85,1.21,5.63,0.69,1.51,1.0,52.0,711.0,425.0,55.0,395.0,1553.0,648.0
DIANA,0.85,711.0,26519.88,22448.65,2021-07-01,TRADITIONAL,14.66,7.0,2021.0,3.0,27706.05,31077.49,0.96,0.85,,,3.14,0.85,1.21,5.63,0.69,1.51,1.0,52.0,711.0,425.0,55.0,395.0,1553.0,648.0
DINANT,1.21,425.0,12615.72,15278.67,2021-07-01,TRADITIONAL,9.98,7.0,2021.0,3.0,12003.67,10846.14,1.05,1.16,,,3.14,0.85,1.21,5.63,0.69,1.51,1.0,52.0,711.0,425.0,55.0,395.0,1553.0,648.0
KELLOGGS,5.63,55.0,326.31,1838.26,2021-07-01,TRADITIONAL,1.2,7.0,2021.0,3.0,275.68,235.47,1.18,1.39,,,3.14,0.85,1.21,5.63,0.69,1.51,1.0,52.0,711.0,425.0,55.0,395.0,1553.0,648.0
OTHERS,0.69,395.0,12316.1,8467.02,2021-07-01,TRADITIONAL,5.53,7.0,2021.0,3.0,11588.93,10525.21,1.06,1.17,,,3.14,0.85,1.21,5.63,0.69,1.51,1.0,52.0,711.0,425.0,55.0,395.0,1553.0,648.0
PEPSICO,1.51,1553.0,53188.7,80371.3,2021-07-01,TRADITIONAL,52.47,7.0,2021.0,3.0,51582.84,52065.19,1.03,1.02,,,3.14,0.85,1.21,5.63,0.69,1.51,1.0,52.0,711.0,425.0,55.0,395.0,1553.0,648.0
SEÑORIAL,1.0,648.0,20946.56,20873.41,2021-07-01,TRADITIONAL,13.63,7.0,2021.0,3.0,20210.33,21367.07,1.04,0.98,,,3.14,0.85,1.21,5.63,0.69,1.51,1.0,52.0,711.0,425.0,55.0,395.0,1553.0,648.0
BIMBO,7.96,344.0,192.33,1530.78,2021-08-01,OT,4.67,8.0,2021.0,3.0,148.17,126.09,1.3,1.53,,,7.96,6.87,7.97,11.36,13.12,9.48,5.9,344.0,1032.0,468.0,697.0,1616.0,2519.0,785.0
DIANA,6.87,1032.0,671.22,4612.11,2021-08-01,OT,14.07,8.0,2021.0,3.0,721.48,671.93,0.93,1.0,,,7.96,6.87,7.97,11.36,13.12,9.48,5.9,344.0,1032.0,468.0,697.0,1616.0,2519.0,785.0
DINANT,7.97,468.0,207.67,1654.96,2021-08-01,OT,5.05,8.0,2021.0,3.0,200.74,190.26,1.03,1.09,,,7.96,6.87,7.97,11.36,13.12,9.48,5.9,344.0,1032.0,468.0,697.0,1616.0,2519.0,785.0
KELLOGGS,11.36,697.0,292.43,3320.89,2021-08-01,OT,10.13,8.0,2021.0,3.0,286.54,267.24,1.02,1.09,,,7.96,6.87,7.97,11.36,13.12,9.48,5.9,344.0,1032.0,468.0,697.0,1616.0,2519.0,785.0
OTHERS,13.12,1616.0,488.68,6409.69,2021-08-01,OT,19.55,8.0,2021.0,3.0,519.73,488.81,0.94,1.0,,,7.96,6.87,7.97,11.36,13.12,9.48,5.9,344.0,1032.0,468.0,697.0,1616.0,2519.0,785.0
PEPSICO,9.48,2519.0,1311.01,12431.79,2021-08-01,OT,37.92,8.0,2021.0,3.0,1256.63,1206.4,1.04,1.09,,,7.96,6.87,7.97,11.36,13.12,9.48,5.9,344.0,1032.0,468.0,697.0,1616.0,2519.0,785.0
SEÑORIAL,5.9,785.0,478.47,2822.92,2021-08-01,OT,8.61,8.0,2021.0,3.0,600.34,700.58,0.8,0.68,,,7.96,6.87,7.97,11.36,13.12,9.48,5.9,344.0,1032.0,468.0,697.0,1616.0,2519.0,785.0
BIMBO,3.18,51.0,1144.06,3640.54,2021-08-01,TRADITIONAL,2.45,8.0,2021.0,3.0,1080.19,1014.22,1.06,1.13,,,3.18,0.88,1.2,6.06,0.71,1.52,1.0,51.0,669.0,413.0,51.0,374.0,1539.0,632.0
DIANA,0.88,669.0,24250.06,21337.1,2021-08-01,TRADITIONAL,14.35,8.0,2021.0,3.0,27706.05,31077.49,0.88,0.78,,,3.18,0.88,1.2,6.06,0.71,1.52,1.0,51.0,669.0,413.0,51.0,374.0,1539.0,632.0
DINANT,1.2,413.0,12628.92,15162.9,2021-08-01,TRADITIONAL,10.19,8.0,2021.0,3.0,12003.67,10846.14,1.05,1.16,,,3.18,0.88,1.2,6.06,0.71,1.52,1.0,51.0,669.0,413.0,51.0,374.0,1539.0,632.0
KELLOGGS,6.06,51.0,261.6,1586.39,2021-08-01,TRADITIONAL,1.07,8.0,2021.0,3.0,275.68,235.47,0.95,1.11,,,3.18,0.88,1.2,6.06,0.71,1.52,1.0,51.0,669.0,413.0,51.0,374.0,1539.0,632.0
OTHERS,0.71,374.0,11861.69,8413.3,2021-08-01,TRADITIONAL,5.66,8.0,2021.0,3.0,11588.93,10525.21,1.02,1.13,,,3.18,0.88,1.2,6.06,0.71,1.52,1.0,51.0,669.0,413.0,51.0,374.0,1539.0,632.0
PEPSICO,1.52,1539.0,51346.65,77976.87,2021-08-01,TRADITIONAL,52.43,8.0,2021.0,3.0,51582.84,52065.19,1.0,0.99,,,3.18,0.88,1.2,6.06,0.71,1.52,1.0,51.0,669.0,413.0,51.0,374.0,1539.0,632.0
SEÑORIAL,1.0,632.0,20671.88,20619.95,2021-08-01,TRADITIONAL,13.86,8.0,2021.0,3.0,20210.33,21367.07,1.02,0.97,,,3.18,0.88,1.2,6.06,0.71,1.52,1.0,51.0,669.0,413.0,51.0,374.0,1539.0,632.0
BIMBO,8.42,349.0,170.19,1433.07,2021-09-01,OT,4.62,9.0,2021.0,3.0,148.17,126.09,1.15,1.35,,,8.42,6.73,7.97,11.57,13.23,9.87,5.86,349.0,977.0,490.0,692.0,1633.0,2369.0,835.0
DIANA,6.73,977.0,660.33,4442.17,2021-09-01,OT,14.33,9.0,2021.0,3.0,721.48,671.93,0.92,0.98,,,8.42,6.73,7.97,11.57,13.23,9.87,5.86,349.0,977.0,490.0,692.0,1633.0,2369.0,835.0
DINANT,7.97,490.0,198.45,1581.65,2021-09-01,OT,5.1,9.0,2021.0,3.0,200.74,190.26,0.99,1.04,,,8.42,6.73,7.97,11.57,13.23,9.87,5.86,349.0,977.0,490.0,692.0,1633.0,2369.0,835.0
KELLOGGS,11.57,692.0,256.6,2968.29,2021-09-01,OT,9.57,9.0,2021.0,3.0,286.54,267.24,0.9,0.96,,,8.42,6.73,7.97,11.57,13.23,9.87,5.86,349.0,977.0,490.0,692.0,1633.0,2369.0,835.0
OTHERS,13.23,1633.0,484.09,6403.13,2021-09-01,OT,20.65,9.0,2021.0,3.0,519.73,488.81,0.93,0.99,,,8.42,6.73,7.97,11.57,13.23,9.87,5.86,349.0,977.0,490.0,692.0,1633.0,2369.0,835.0
PEPSICO,9.87,2369.0,1163.33,11484.0,2021-09-01,OT,37.04,9.0,2021.0,3.0,1256.63,1206.4,0.93,0.96,,,8.42,6.73,7.97,11.57,13.23,9.87,5.86,349.0,977.0,490.0,692.0,1633.0,2369.0,835.0
SEÑORIAL,5.86,835.0,459.24,2692.07,2021-09-01,OT,8.68,9.0,2021.0,3.0,600.34,700.58,0.76,0.66,,,8.42,6.73,7.97,11.57,13.23,9.87,5.86,349.0,977.0,490.0,692.0,1633.0,2369.0,835.0
BIMBO,3.23,52.0,1109.93,3590.4,2021-09-01,TRADITIONAL,2.56,9.0,2021.0,3.0,1080.19,1014.22,1.03,1.09,,,3.23,0.9,1.21,6.18,0.72,1.54,0.99,52.0,626.0,400.0,51.0,362.0,1524.0,631.0
DIANA,0.9,626.0,21769.3,19647.61,2021-09-01,TRADITIONAL,14.03,9.0,2021.0,3.0,27706.05,31077.49,0.79,0.7,,,3.23,0.9,1.21,6.18,0.72,1.54,0.99,52.0,626.0,400.0,51.0,362.0,1524.0,631.0
DINANT,1.21,400.0,11443.19,13819.34,2021-09-01,TRADITIONAL,9.87,9.0,2021.0,3.0,12003.67,10846.14,0.95,1.06,,,3.23,0.9,1.21,6.18,0.72,1.54,0.99,52.0,626.0,400.0,51.0,362.0,1524.0,631.0
KELLOGGS,6.18,51.0,257.64,1591.88,2021-09-01,TRADITIONAL,1.14,9.0,2021.0,3.0,275.68,235.47,0.93,1.09,,,3.23,0.9,1.21,6.18,0.72,1.54,0.99,52.0,626.0,400.0,51.0,362.0,1524.0,631.0
OTHERS,0.72,362.0,10788.97,7721.54,2021-09-01,TRADITIONAL,5.51,9.0,2021.0,3.0,11588.93,10525.21,0.93,1.03,,,3.23,0.9,1.21,6.18,0.72,1.54,0.99,52.0,626.0,400.0,51.0,362.0,1524.0,631.0
PEPSICO,1.54,1524.0,48331.19,74380.94,2021-09-01,TRADITIONAL,53.12,9.0,2021.0,3.0,51582.84,52065.19,0.94,0.93,,,3.23,0.9,1.21,6.18,0.72,1.54,0.99,52.0,626.0,400.0,51.0,362.0,1524.0,631.0
SEÑORIAL,0.99,631.0,19451.53,19266.67,2021-09-01,TRADITIONAL,13.76,9.0,2021.0,3.0,20210.33,21367.07,0.96,0.91,,,3.23,0.9,1.21,6.18,0.72,1.54,0.99,52.0,626.0,400.0,51.0,362.0,1524.0,631.0
BIMBO,9.15,348.0,157.96,1445.68,2021-10-01,OT,4.48,10.0,2021.0,4.0,148.17,120.06,1.07,1.32,,,9.15,6.72,8.27,12.08,13.28,9.9,6.44,348.0,979.0,493.0,724.0,1592.0,2366.0,838.0
DIANA,6.72,979.0,709.15,4768.6,2021-10-01,OT,14.76,10.0,2021.0,4.0,721.48,755.99,0.98,0.94,,,9.15,6.72,8.27,12.08,13.28,9.9,6.44,348.0,979.0,493.0,724.0,1592.0,2366.0,838.0
DINANT,8.27,493.0,198.46,1641.04,2021-10-01,OT,5.08,10.0,2021.0,4.0,200.74,209.39,0.99,0.95,,,9.15,6.72,8.27,12.08,13.28,9.9,6.44,348.0,979.0,493.0,724.0,1592.0,2366.0,838.0
KELLOGGS,12.08,724.0,257.78,3113.35,2021-10-01,OT,9.64,10.0,2021.0,4.0,286.54,298.3,0.9,0.86,,,9.15,6.72,8.27,12.08,13.28,9.9,6.44,348.0,979.0,493.0,724.0,1592.0,2366.0,838.0
OTHERS,13.28,1592.0,488.08,6484.08,2021-10-01,OT,20.07,10.0,2021.0,4.0,519.73,536.76,0.94,0.91,,,9.15,6.72,8.27,12.08,13.28,9.9,6.44,348.0,979.0,493.0,724.0,1592.0,2366.0,838.0
PEPSICO,9.9,2366.0,1182.78,11709.62,2021-10-01,OT,36.25,10.0,2021.0,4.0,1256.63,1432.29,0.94,0.83,,,9.15,6.72,8.27,12.08,13.28,9.9,6.44,348.0,979.0,493.0,724.0,1592.0,2366.0,838.0
SEÑORIAL,6.44,838.0,487.74,3142.23,2021-10-01,OT,9.73,10.0,2021.0,4.0,600.34,819.71,0.81,0.6,,,9.15,6.72,8.27,12.08,13.28,9.9,6.44,348.0,979.0,493.0,724.0,1592.0,2366.0,838.0
BIMBO,3.24,51.0,1265.36,4101.45,2021-10-01,TRADITIONAL,2.88,10.0,2021.0,4.0,1080.19,1145.68,1.17,1.1,,,3.24,0.9,1.21,6.07,0.7,1.53,1.0,51.0,618.0,395.0,49.0,335.0,1511.0,617.0
DIANA,0.9,618.0,22358.45,20220.33,2021-10-01,TRADITIONAL,14.22,10.0,2021.0,4.0,27706.05,31288.11,0.81,0.71,,,3.24,0.9,1.21,6.07,0.7,1.53,1.0,51.0,618.0,395.0,49.0,335.0,1511.0,617.0
DINANT,1.21,395.0,11891.27,14397.5,2021-10-01,TRADITIONAL,10.13,10.0,2021.0,4.0,12003.67,10910.16,0.99,1.09,,,3.24,0.9,1.21,6.07,0.7,1.53,1.0,51.0,618.0,395.0,49.0,335.0,1511.0,617.0
KELLOGGS,6.07,49.0,264.06,1602.39,2021-10-01,TRADITIONAL,1.13,10.0,2021.0,4.0,275.68,248.08,0.96,1.06,,,3.24,0.9,1.21,6.07,0.7,1.53,1.0,51.0,618.0,395.0,49.0,335.0,1511.0,617.0
OTHERS,0.7,335.0,11267.89,7848.7,2021-10-01,TRADITIONAL,5.52,10.0,2021.0,4.0,11588.93,10377.12,0.97,1.09,,,3.24,0.9,1.21,6.07,0.7,1.53,1.0,51.0,618.0,395.0,49.0,335.0,1511.0,617.0
PEPSICO,1.53,1511.0,48723.48,74647.57,2021-10-01,TRADITIONAL,52.5,10.0,2021.0,4.0,51582.84,51257.4,0.94,0.95,,,3.24,0.9,1.21,6.07,0.7,1.53,1.0,51.0,618.0,395.0,49.0,335.0,1511.0,617.0
SEÑORIAL,1.0,617.0,19400.2,19355.86,2021-10-01,TRADITIONAL,13.61,10.0,2021.0,4.0,20210.33,21621.34,0.96,0.9,,,3.24,0.9,1.21,6.07,0.7,1.53,1.0,51.0,618.0,395.0,49.0,335.0,1511.0,617.0
BIMBO,9.31,353.0,147.78,1376.08,2021-11-01,OT,4.11,11.0,2021.0,4.0,148.17,120.06,1.0,1.23,,,9.31,6.62,8.31,12.27,13.25,9.69,6.04,353.0,975.0,487.0,747.0,1666.0,2430.0,849.0
DIANA,6.62,975.0,691.7,4579.46,2021-11-01,OT,13.68,11.0,2021.0,4.0,721.48,755.99,0.96,0.91,,,9.31,6.62,8.31,12.27,13.25,9.69,6.04,353.0,975.0,487.0,747.0,1666.0,2430.0,849.0
DINANT,8.31,487.0,194.42,1615.78,2021-11-01,OT,4.83,11.0,2021.0,4.0,200.74,209.39,0.97,0.93,,,9.31,6.62,8.31,12.27,13.25,9.69,6.04,353.0,975.0,487.0,747.0,1666.0,2430.0,849.0
KELLOGGS,12.27,747.0,281.54,3453.93,2021-11-01,OT,10.32,11.0,2021.0,4.0,286.54,298.3,0.98,0.94,,,9.31,6.62,8.31,12.27,13.25,9.69,6.04,353.0,975.0,487.0,747.0,1666.0,2430.0,849.0
OTHERS,13.25,1666.0,515.78,6834.63,2021-11-01,OT,20.42,11.0,2021.0,4.0,519.73,536.76,0.99,0.96,,,9.31,6.62,8.31,12.27,13.25,9.69,6.04,353.0,975.0,487.0,747.0,1666.0,2430.0,849.0
PEPSICO,9.69,2430.0,1277.88,12384.58,2021-11-01,OT,36.99,11.0,2021.0,4.0,1256.63,1432.29,1.02,0.89,,,9.31,6.62,8.31,12.27,13.25,9.69,6.04,353.0,975.0,487.0,747.0,1666.0,2430.0,849.0
SEÑORIAL,6.04,849.0,535.1,3233.5,2021-11-01,OT,9.66,11.0,2021.0,4.0,600.34,819.71,0.89,0.65,,,9.31,6.62,8.31,12.27,13.25,9.69,6.04,353.0,975.0,487.0,747.0,1666.0,2430.0,849.0
BIMBO,3.3,55.0,1227.74,4051.88,2021-11-01,TRADITIONAL,2.74,11.0,2021.0,4.0,1080.19,1145.68,1.14,1.07,,,3.3,0.92,1.21,6.37,0.71,1.52,1.0,55.0,653.0,412.0,47.0,339.0,1525.0,624.0
DIANA,0.92,653.0,23225.38,21430.13,2021-11-01,TRADITIONAL,14.5,11.0,2021.0,4.0,27706.05,31288.11,0.84,0.74,,,3.3,0.92,1.21,6.37,0.71,1.52,1.0,55.0,653.0,412.0,47.0,339.0,1525.0,624.0
DINANT,1.21,412.0,12151.36,14675.41,2021-11-01,TRADITIONAL,9.93,11.0,2021.0,4.0,12003.67,10910.16,1.01,1.11,,,3.3,0.92,1.21,6.37,0.71,1.52,1.0,55.0,653.0,412.0,47.0,339.0,1525.0,624.0
KELLOGGS,6.37,47.0,261.45,1666.07,2021-11-01,TRADITIONAL,1.13,11.0,2021.0,4.0,275.68,248.08,0.95,1.05,,,3.3,0.92,1.21,6.37,0.71,1.52,1.0,55.0,653.0,412.0,47.0,339.0,1525.0,624.0
OTHERS,0.71,339.0,11293.83,8035.68,2021-11-01,TRADITIONAL,5.44,11.0,2021.0,4.0,11588.93,10377.12,0.97,1.09,,,3.3,0.92,1.21,6.37,0.71,1.52,1.0,55.0,653.0,412.0,47.0,339.0,1525.0,624.0
PEPSICO,1.52,1525.0,51600.92,78625.42,2021-11-01,TRADITIONAL,53.2,11.0,2021.0,4.0,51582.84,51257.4,1.0,1.01,,,3.3,0.92,1.21,6.37,0.71,1.52,1.0,55.0,653.0,412.0,47.0,339.0,1525.0,624.0
SEÑORIAL,1.0,624.0,19340.42,19296.48,2021-11-01,TRADITIONAL,13.06,11.0,2021.0,4.0,20210.33,21621.34,0.96,0.89,,,3.3,0.92,1.21,6.37,0.71,1.52,1.0,55.0,653.0,412.0,47.0,339.0,1525.0,624.0
BIMBO,9.13,344.0,184.36,1683.8,2021-12-01,OT,3.54,12.0,2021.0,4.0,148.17,120.06,1.24,1.54,,,9.13,6.27,7.72,12.63,13.28,9.98,5.46,344.0,1013.0,515.0,758.0,1646.0,2430.0,864.0
DIANA,6.27,1013.0,1047.4,6569.08,2021-12-01,OT,13.81,12.0,2021.0,4.0,721.48,755.99,1.45,1.39,,,9.13,6.27,7.72,12.63,13.28,9.98,5.46,344.0,1013.0,515.0,758.0,1646.0,2430.0,864.0
DINANT,7.72,515.0,255.79,1974.19,2021-12-01,OT,4.15,12.0,2021.0,4.0,200.74,209.39,1.27,1.22,,,9.13,6.27,7.72,12.63,13.28,9.98,5.46,344.0,1013.0,515.0,758.0,1646.0,2430.0,864.0
KELLOGGS,12.63,758.0,412.25,5205.43,2021-12-01,OT,10.95,12.0,2021.0,4.0,286.54,298.3,1.44,1.38,,,9.13,6.27,7.72,12.63,13.28,9.98,5.46,344.0,1013.0,515.0,758.0,1646.0,2430.0,864.0
OTHERS,13.28,1646.0,710.4,9433.34,2021-12-01,OT,19.84,12.0,2021.0,4.0,519.73,536.76,1.37,1.32,,,9.13,6.27,7.72,12.63,13.28,9.98,5.46,344.0,1013.0,515.0,758.0,1646.0,2430.0,864.0
PEPSICO,9.98,2430.0,1777.21,17734.23,2021-12-01,OT,37.29,12.0,2021.0,4.0,1256.63,1432.29,1.41,1.24,,,9.13,6.27,7.72,12.63,13.28,9.98,5.46,344.0,1013.0,515.0,758.0,1646.0,2430.0,864.0
SEÑORIAL,5.46,864.0,907.73,4955.06,2021-12-01,OT,10.42,12.0,2021.0,4.0,600.34,819.71,1.51,1.11,,,9.13,6.27,7.72,12.63,13.28,9.98,5.46,344.0,1013.0,515.0,758.0,1646.0,2430.0,864.0
BIMBO,3.4,60.0,1339.59,4550.69,2021-12-01,TRADITIONAL,2.86,12.0,2021.0,4.0,1080.19,1145.68,1.24,1.17,,,3.4,0.96,1.2,6.1,0.71,1.54,1.01,60.0,654.0,426.0,40.0,339.0,1512.0,624.0
DIANA,0.96,654.0,25439.02,24376.99,2021-12-01,TRADITIONAL,15.32,12.0,2021.0,4.0,27706.05,31288.11,0.92,0.81,,,3.4,0.96,1.2,6.1,0.71,1.54,1.01,60.0,654.0,426.0,40.0,339.0,1512.0,624.0
DINANT,1.2,426.0,13277.75,15911.05,2021-12-01,TRADITIONAL,10.0,12.0,2021.0,4.0,12003.67,10910.16,1.11,1.22,,,3.4,0.96,1.2,6.1,0.71,1.54,1.01,60.0,654.0,426.0,40.0,339.0,1512.0,624.0
KELLOGGS,6.1,40.0,294.53,1796.29,2021-12-01,TRADITIONAL,1.13,12.0,2021.0,4.0,275.68,248.08,1.07,1.19,,,3.4,0.96,1.2,6.1,0.71,1.54,1.01,60.0,654.0,426.0,40.0,339.0,1512.0,624.0
OTHERS,0.71,339.0,11726.82,8360.31,2021-12-01,TRADITIONAL,5.25,12.0,2021.0,4.0,11588.93,10377.12,1.01,1.13,,,3.4,0.96,1.2,6.1,0.71,1.54,1.01,60.0,654.0,426.0,40.0,339.0,1512.0,624.0
PEPSICO,1.54,1512.0,54613.62,84021.75,2021-12-01,TRADITIONAL,52.79,12.0,2021.0,4.0,51582.84,51257.4,1.06,1.07,,,3.4,0.96,1.2,6.1,0.71,1.54,1.01,60.0,654.0,426.0,40.0,339.0,1512.0,624.0
SEÑORIAL,1.01,624.0,19918.26,20133.07,2021-12-01,TRADITIONAL,12.65,12.0,2021.0,4.0,20210.33,21621.34,0.99,0.92,,,3.4,0.96,1.2,6.1,0.71,1.54,1.01,60.0,654.0,426.0,40.0,339.0,1512.0,624.0
BIMBO,9.13,340.0,191.67,1749.25,2022-01-01,OT,4.01,1.0,2022.0,1.0,221.3,108.72,0.87,1.76,,,9.13,6.42,8.01,12.36,13.76,10.32,5.64,340.0,986.0,465.0,745.0,1555.0,2413.0,867.0
DIANA,6.42,986.0,919.94,5905.34,2022-01-01,OT,13.55,1.0,2022.0,1.0,823.87,685.97,1.12,1.34,,,9.13,6.42,8.01,12.36,13.76,10.32,5.64,340.0,986.0,465.0,745.0,1555.0,2413.0,867.0
DINANT,8.01,465.0,268.11,2147.37,2022-01-01,OT,4.93,1.0,2022.0,1.0,223.48,189.92,1.2,1.41,,,9.13,6.42,8.01,12.36,13.76,10.32,5.64,340.0,986.0,465.0,745.0,1555.0,2413.0,867.0
KELLOGGS,12.36,745.0,387.56,4790.94,2022-01-01,OT,10.99,1.0,2022.0,1.0,311.71,298.92,1.24,1.3,,,9.13,6.42,8.01,12.36,13.76,10.32,5.64,340.0,986.0,465.0,745.0,1555.0,2413.0,867.0
OTHERS,13.76,1555.0,637.66,8772.9,2022-01-01,OT,20.13,1.0,2022.0,1.0,527.19,529.09,1.21,1.21,,,9.13,6.42,8.01,12.36,13.76,10.32,5.64,340.0,986.0,465.0,745.0,1555.0,2413.0,867.0
PEPSICO,10.32,2413.0,1573.6,16236.52,2022-01-01,OT,37.25,1.0,2022.0,1.0,1410.41,1336.08,1.12,1.18,,,9.13,6.42,8.01,12.36,13.76,10.32,5.64,340.0,986.0,465.0,745.0,1555.0,2413.0,867.0
SEÑORIAL,5.64,867.0,707.45,3989.06,2022-01-01,OT,9.15,1.0,2022.0,1.0,556.4,874.62,1.27,0.81,,,9.13,6.42,8.01,12.36,13.76,10.32,5.64,340.0,986.0,465.0,745.0,1555.0,2413.0,867.0
BIMBO,3.22,59.0,1450.28,4669.19,2022-01-01,TRADITIONAL,3.07,1.0,2022.0,1.0,1583.82,1045.75,0.92,1.39,,,3.22,0.97,1.2,6.64,0.71,1.55,1.01,59.0,625.0,408.0,44.0,344.0,1494.0,605.0
DIANA,0.97,625.0,23833.79,23127.96,2022-01-01,TRADITIONAL,15.18,1.0,2022.0,1.0,24801.52,32709.27,0.96,0.73,,,3.22,0.97,1.2,6.64,0.71,1.55,1.01,59.0,625.0,408.0,44.0,344.0,1494.0,605.0
DINANT,1.2,408.0,12384.66,14919.82,2022-01-01,TRADITIONAL,9.79,1.0,2022.0,1.0,12183.04,11327.75,1.02,1.09,,,3.22,0.97,1.2,6.64,0.71,1.55,1.01,59.0,625.0,408.0,44.0,344.0,1494.0,605.0
KELLOGGS,6.64,44.0,269.69,1791.03,2022-01-01,TRADITIONAL,1.18,1.0,2022.0,1.0,285.15,260.27,0.95,1.04,,,3.22,0.97,1.2,6.64,0.71,1.55,1.01,59.0,625.0,408.0,44.0,344.0,1494.0,605.0
OTHERS,0.71,344.0,11225.61,7937.65,2022-01-01,TRADITIONAL,5.21,1.0,2022.0,1.0,8839.93,10559.28,1.27,1.06,,,3.22,0.97,1.2,6.64,0.71,1.55,1.01,59.0,625.0,408.0,44.0,344.0,1494.0,605.0
PEPSICO,1.55,1494.0,52341.71,81105.43,2022-01-01,TRADITIONAL,53.25,1.0,2022.0,1.0,53957.62,52075.63,0.97,1.01,,,3.22,0.97,1.2,6.64,0.71,1.55,1.01,59.0,625.0,408.0,44.0,344.0,1494.0,605.0
SEÑORIAL,1.01,605.0,18639.39,18769.7,2022-01-01,TRADITIONAL,12.32,1.0,2022.0,1.0,20785.91,21860.46,0.9,0.85,,,3.22,0.97,1.2,6.64,0.71,1.55,1.01,59.0,625.0,408.0,44.0,344.0,1494.0,605.0
BIMBO,8.88,330.0,174.87,1552.98,2022-02-01,OT,4.88,2.0,2022.0,1.0,221.3,108.72,0.79,1.61,,,8.88,6.72,8.63,11.01,13.77,10.35,6.0,330.0,1005.0,449.0,712.0,1496.0,2402.0,841.0
DIANA,6.72,1005.0,648.16,4358.29,2022-02-01,OT,13.68,2.0,2022.0,1.0,823.87,685.97,0.79,0.94,,,8.88,6.72,8.63,11.01,13.77,10.35,6.0,330.0,1005.0,449.0,712.0,1496.0,2402.0,841.0
DINANT,8.63,449.0,196.99,1699.39,2022-02-01,OT,5.33,2.0,2022.0,1.0,223.48,189.92,0.88,1.04,,,8.88,6.72,8.63,11.01,13.77,10.35,6.0,330.0,1005.0,449.0,712.0,1496.0,2402.0,841.0
KELLOGGS,11.01,712.0,310.15,3415.66,2022-02-01,OT,10.72,2.0,2022.0,1.0,311.71,298.92,0.99,1.04,,,8.88,6.72,8.63,11.01,13.77,10.35,6.0,330.0,1005.0,449.0,712.0,1496.0,2402.0,841.0
OTHERS,13.77,1496.0,469.28,6461.99,2022-02-01,OT,20.29,2.0,2022.0,1.0,527.19,529.09,0.89,0.89,,,8.88,6.72,8.63,11.01,13.77,10.35,6.0,330.0,1005.0,449.0,712.0,1496.0,2402.0,841.0
PEPSICO,10.35,2402.0,1127.65,11669.02,2022-02-01,OT,36.63,2.0,2022.0,1.0,1410.41,1336.08,0.8,0.84,,,8.88,6.72,8.63,11.01,13.77,10.35,6.0,330.0,1005.0,449.0,712.0,1496.0,2402.0,841.0
SEÑORIAL,6.0,841.0,449.49,2698.04,2022-02-01,OT,8.47,2.0,2022.0,1.0,556.4,874.62,0.81,0.51,,,8.88,6.72,8.63,11.01,13.77,10.35,6.0,330.0,1005.0,449.0,712.0,1496.0,2402.0,841.0
BIMBO,3.31,61.0,1321.81,4372.61,2022-02-01,TRADITIONAL,2.96,2.0,2022.0,1.0,1583.82,1045.75,0.83,1.26,,,3.31,0.97,1.2,6.64,0.73,1.56,1.0,61.0,637.0,419.0,46.0,340.0,1516.0,606.0
