Manufacturer,Channel,Date,PPU,PPU_hat,PPU MAPE,TDP,TDP_hat,TDP MAPE,forecast_month
PEPSICO,OT,2023-02-01,9.62,9.71,0.87,2247.0,2545.0,13.26,September 2022
PEPSICO,OT,2023-03-01,10.0,9.84,1.61,2261.0,2550.0,12.78,September 2022
PEPSICO,OT,2023-04-01,,9.89,,,2537.0,,September 2022
PEPSICO,OT,2023-05-01,,9.87,,,2547.0,,September 2022
PEPSICO,OT,2023-06-01,,9.89,,,2607.0,,September 2022
PEPSICO,OT,2023-07-01,,10.03,,,2643.0,,September 2022
PEPSICO,OT,2023-08-01,,9.91,,,2706.0,,September 2022
PEPSICO,OT,2023-09-01,,9.95,,,2682.0,,September 2022
PEPSICO,TRADITIONAL,2022-10-01,1.74,1.73,0.58,1544.0,1710.0,10.75,September 2022
PEPSICO,TRADITIONAL,2022-11-01,1.76,1.74,0.77,1551.0,1714.0,10.51,September 2022
PEPSICO,TRADITIONAL,2022-12-01,1.86,1.78,4.14,1576.0,1710.0,8.5,September 2022
PEPSICO,TRADITIONAL,2023-01-01,1.89,1.82,3.66,1612.0,1707.0,5.89,September 2022
PEPSICO,TRADITIONAL,2023-02-01,1.88,1.85,1.86,1623.0,1704.0,4.99,September 2022
PEPSICO,TRADITIONAL,2023-03-01,1.91,1.84,3.57,1636.0,1688.0,3.18,September 2022
PEPSICO,TRADITIONAL,2023-04-01,,1.87,,,1695.0,,September 2022
PEPSICO,TRADITIONAL,2023-05-01,,1.9,,,1692.0,,September 2022
PEPSICO,TRADITIONAL,2023-06-01,,1.92,,,1687.0,,September 2022
PEPSICO,TRADITIONAL,2023-07-01,,1.95,,,1691.0,,September 2022
PEPSICO,TRADITIONAL,2023-08-01,,2.0,,,1695.0,,September 2022
PEPSICO,TRADITIONAL,2023-09-01,,2.04,,,1700.0,,September 2022
SEÑORIAL,OT,2022-10-01,7.62,8.06,5.8,783.0,842.0,7.54,September 2022
SEÑORIAL,OT,2022-11-01,6.7,7.81,16.58,795.0,856.0,7.67,September 2022
SEÑORIAL,OT,2022-12-01,5.88,7.23,22.86,926.0,883.0,4.64,September 2022
SEÑORIAL,OT,2023-01-01,6.52,7.37,13.0,931.0,873.0,6.23,September 2022
SEÑORIAL,OT,2023-02-01,6.98,7.67,9.81,918.0,849.0,7.52,September 2022
SEÑORIAL,OT,2023-03-01,7.34,7.5,2.19,858.0,855.0,0.35,September 2022
SEÑORIAL,OT,2023-04-01,,7.47,,,843.0,,September 2022
SEÑORIAL,OT,2023-05-01,,7.8,,,818.0,,September 2022
SEÑORIAL,OT,2023-06-01,,7.78,,,821.0,,September 2022
SEÑORIAL,OT,2023-07-01,,7.88,,,817.0,,September 2022
SEÑORIAL,OT,2023-08-01,,7.98,,,816.0,,September 2022
SEÑORIAL,OT,2023-09-01,,8.65,,,822.0,,September 2022
SEÑORIAL,TRADITIONAL,2022-10-01,1.01,1.0,0.3,642.0,664.0,3.43,September 2022
SEÑORIAL,TRADITIONAL,2022-11-01,1.01,1.0,0.93,612.0,653.0,6.7,September 2022
SEÑORIAL,TRADITIONAL,2022-12-01,1.01,1.01,0.04,611.0,647.0,5.89,September 2022
SEÑORIAL,TRADITIONAL,2023-01-01,1.01,1.0,0.65,633.0,657.0,3.79,September 2022
SEÑORIAL,TRADITIONAL,2023-02-01,1.02,1.01,0.69,649.0,637.0,1.85,September 2022
SEÑORIAL,TRADITIONAL,2023-03-01,1.03,1.01,2.49,655.0,638.0,2.6,September 2022
SEÑORIAL,TRADITIONAL,2023-04-01,,1.01,,,639.0,,September 2022
SEÑORIAL,TRADITIONAL,2023-05-01,,1.01,,,636.0,,September 2022
SEÑORIAL,TRADITIONAL,2023-06-01,,1.01,,,635.0,,September 2022
SEÑORIAL,TRADITIONAL,2023-07-01,,1.01,,,640.0,,September 2022
SEÑORIAL,TRADITIONAL,2023-08-01,,1.01,,,640.0,,September 2022
SEÑORIAL,TRADITIONAL,2023-09-01,,1.01,,,650.0,,September 2022
BIMBO,OT,2022-11-01,9.52,10.08,5.95,355.0,369.0,3.94,October 2022
BIMBO,OT,2022-12-01,10.47,9.58,8.55,355.0,392.0,10.42,October 2022
BIMBO,OT,2023-01-01,11.05,9.81,11.22,375.0,393.0,4.8,October 2022
BIMBO,OT,2023-02-01,10.95,10.48,4.28,384.0,399.0,3.91,October 2022
BIMBO,OT,2023-03-01,9.83,10.44,6.2,397.0,440.0,10.83,October 2022
BIMBO,OT,2023-04-01,,10.75,,,431.0,,October 2022
BIMBO,OT,2023-05-01,,10.05,,,461.0,,October 2022
BIMBO,OT,2023-06-01,,9.4,,,472.0,,October 2022
BIMBO,OT,2023-07-01,,9.27,,,473.0,,October 2022
BIMBO,OT,2023-08-01,,9.75,,,479.0,,October 2022
BIMBO,OT,2023-09-01,,10.34,,,480.0,,October 2022
BIMBO,OT,2023-10-01,,10.52,,,496.0,,October 2022
BIMBO,TRADITIONAL,2022-11-01,4.15,4.26,2.69,96.0,107.0,11.46,October 2022
BIMBO,TRADITIONAL,2022-12-01,4.06,4.42,8.81,96.0,119.0,23.96,October 2022
BIMBO,TRADITIONAL,2023-01-01,4.01,4.28,6.64,96.0,117.0,21.88,October 2022
BIMBO,TRADITIONAL,2023-02-01,4.18,4.3,2.89,100.0,121.0,21.0,October 2022
BIMBO,TRADITIONAL,2023-03-01,4.36,4.36,0.16,105.0,123.0,17.14,October 2022
BIMBO,TRADITIONAL,2023-04-01,,4.29,,,132.0,,October 2022
BIMBO,TRADITIONAL,2023-05-01,,4.31,,,128.0,,October 2022
BIMBO,TRADITIONAL,2023-06-01,,4.46,,,138.0,,October 2022
BIMBO,TRADITIONAL,2023-07-01,,4.49,,,146.0,,October 2022
BIMBO,TRADITIONAL,2023-08-01,,4.68,,,151.0,,October 2022
BIMBO,TRADITIONAL,2023-09-01,,4.72,,,159.0,,October 2022
BIMBO,TRADITIONAL,2023-10-01,,4.76,,,162.0,,October 2022
DIANA,OT,2022-11-01,6.78,6.63,2.15,882.0,1127.0,27.78,October 2022
DIANA,OT,2022-12-01,6.69,6.72,0.47,918.0,1129.0,22.98,October 2022
DIANA,OT,2023-01-01,6.81,6.45,5.21,908.0,1080.0,18.94,October 2022
DIANA,OT,2023-02-01,6.79,6.57,3.18,914.0,1084.0,18.6,October 2022
DIANA,OT,2023-03-01,6.8,6.35,6.61,948.0,1176.0,24.05,October 2022
DIANA,OT,2023-04-01,,6.37,,,1175.0,,October 2022
DIANA,OT,2023-05-01,,6.44,,,1192.0,,October 2022
DIANA,OT,2023-06-01,,6.32,,,1183.0,,October 2022
DIANA,OT,2023-07-01,,6.46,,,1160.0,,October 2022
DIANA,OT,2023-08-01,,6.54,,,1143.0,,October 2022
DIANA,OT,2023-09-01,,6.29,,,1149.0,,October 2022
DIANA,OT,2023-10-01,,6.59,,,1185.0,,October 2022
DIANA,TRADITIONAL,2022-11-01,1.06,1.05,0.16,623.0,644.0,3.37,October 2022
DIANA,TRADITIONAL,2022-12-01,1.05,1.06,0.9,626.0,647.0,3.35,October 2022
DIANA,TRADITIONAL,2023-01-01,1.06,1.06,0.58,646.0,643.0,0.46,October 2022
DIANA,TRADITIONAL,2023-02-01,1.07,1.06,0.68,644.0,629.0,2.33,October 2022
DIANA,TRADITIONAL,2023-03-01,1.08,1.09,0.9,646.0,628.0,2.79,October 2022
DIANA,TRADITIONAL,2023-04-01,,1.09,,,633.0,,October 2022
DIANA,TRADITIONAL,2023-05-01,,1.1,,,620.0,,October 2022
DIANA,TRADITIONAL,2023-06-01,,1.11,,,613.0,,October 2022
DIANA,TRADITIONAL,2023-07-01,,1.12,,,620.0,,October 2022
DIANA,TRADITIONAL,2023-08-01,,1.14,,,609.0,,October 2022
DIANA,TRADITIONAL,2023-09-01,,1.16,,,608.0,,October 2022
DIANA,TRADITIONAL,2023-10-01,,1.16,,,633.0,,October 2022
DINANT,OT,2022-11-01,8.9,9.41,5.64,463.0,428.0,7.56,October 2022
DINANT,OT,2022-12-01,8.81,9.15,3.81,392.0,422.0,7.65,October 2022
DINANT,OT,2023-01-01,9.15,9.67,5.61,386.0,392.0,1.55,October 2022
DINANT,OT,2023-02-01,8.99,10.14,12.84,372.0,379.0,1.88,October 2022
DINANT,OT,2023-03-01,8.98,9.47,5.52,415.0,380.0,8.43,October 2022
DINANT,OT,2023-04-01,,9.65,,,373.0,,October 2022
DINANT,OT,2023-05-01,,9.77,,,363.0,,October 2022
DINANT,OT,2023-06-01,,9.76,,,362.0,,October 2022
DINANT,OT,2023-07-01,,9.66,,,349.0,,October 2022
DINANT,OT,2023-08-01,,10.07,,,364.0,,October 2022
DINANT,OT,2023-09-01,,10.31,,,366.0,,October 2022
DINANT,OT,2023-10-01,,10.56,,,378.0,,October 2022
DINANT,TRADITIONAL,2022-11-01,1.43,1.47,2.79,357.0,373.0,4.48,October 2022
DINANT,TRADITIONAL,2022-12-01,1.47,1.55,5.49,353.0,377.0,6.8,October 2022
DINANT,TRADITIONAL,2023-01-01,1.45,1.61,11.23,400.0,381.0,4.75,October 2022
DINANT,TRADITIONAL,2023-02-01,1.41,1.65,16.68,413.0,383.0,7.26,October 2022
DINANT,TRADITIONAL,2023-03-01,1.41,1.72,21.45,420.0,375.0,10.71,October 2022
DINANT,TRADITIONAL,2023-04-01,,1.79,,,384.0,,October 2022
DINANT,TRADITIONAL,2023-05-01,,1.84,,,373.0,,October 2022
DINANT,TRADITIONAL,2023-06-01,,1.93,,,377.0,,October 2022
DINANT,TRADITIONAL,2023-07-01,,2.0,,,379.0,,October 2022
DINANT,TRADITIONAL,2023-08-01,,2.06,,,383.0,,October 2022
DINANT,TRADITIONAL,2023-09-01,,2.17,,,377.0,,October 2022
DINANT,TRADITIONAL,2023-10-01,,2.27,,,395.0,,October 2022
KELLOGGS,OT,2022-11-01,14.38,13.54,5.84,599.0,641.0,7.01,October 2022
KELLOGGS,OT,2022-12-01,15.31,14.17,7.42,638.0,636.0,0.31,October 2022
KELLOGGS,OT,2023-01-01,13.97,13.24,5.21,688.0,603.0,12.35,October 2022
KELLOGGS,OT,2023-02-01,13.1,12.02,8.18,628.0,577.0,8.12,October 2022
KELLOGGS,OT,2023-03-01,14.38,12.89,10.34,604.0,576.0,4.64,October 2022
KELLOGGS,OT,2023-04-01,,13.43,,,567.0,,October 2022
KELLOGGS,OT,2023-05-01,,13.31,,,569.0,,October 2022
KELLOGGS,OT,2023-06-01,,13.54,,,559.0,,October 2022
KELLOGGS,OT,2023-07-01,,13.72,,,547.0,,October 2022
KELLOGGS,OT,2023-08-01,,13.3,,,537.0,,October 2022
KELLOGGS,OT,2023-09-01,,13.41,,,510.0,,October 2022
KELLOGGS,OT,2023-10-01,,13.96,,,550.0,,October 2022
KELLOGGS,TRADITIONAL,2022-11-01,5.97,6.11,2.29,40.0,44.0,10.0,October 2022
KELLOGGS,TRADITIONAL,2022-12-01,5.79,6.07,4.79,45.0,42.0,6.67,October 2022
KELLOGGS,TRADITIONAL,2023-01-01,6.69,6.39,4.57,48.0,43.0,10.42,October 2022
KELLOGGS,TRADITIONAL,2023-02-01,6.02,6.57,9.1,49.0,44.0,10.2,October 2022
KELLOGGS,TRADITIONAL,2023-03-01,6.29,6.28,0.18,48.0,42.0,12.5,October 2022
KELLOGGS,TRADITIONAL,2023-04-01,,6.29,,,44.0,,October 2022
KELLOGGS,TRADITIONAL,2023-05-01,,6.46,,,43.0,,October 2022
KELLOGGS,TRADITIONAL,2023-06-01,,6.39,,,43.0,,October 2022
KELLOGGS,TRADITIONAL,2023-07-01,,6.32,,,42.0,,October 2022
KELLOGGS,TRADITIONAL,2023-08-01,,6.24,,,43.0,,October 2022
KELLOGGS,TRADITIONAL,2023-09-01,,6.42,,,43.0,,October 2022
KELLOGGS,TRADITIONAL,2023-10-01,,6.17,,,44.0,,October 2022
OTHERS,OT,2022-11-01,14.55,14.26,2.03,1463.0,1637.0,11.89,October 2022
OTHERS,OT,2022-12-01,13.83,14.47,4.66,1579.0,1625.0,2.91,October 2022
OTHERS,OT,2023-01-01,13.26,14.62,10.21,1661.0,1472.0,11.38,October 2022
OTHERS,OT,2023-02-01,12.88,14.78,14.69,1573.0,1439.0,8.52,October 2022
OTHERS,OT,2023-03-01,12.9,14.97,16.0,1552.0,1503.0,3.16,October 2022
OTHERS,OT,2023-04-01,,14.88,,,1518.0,,October 2022
OTHERS,OT,2023-05-01,,14.75,,,1527.0,,October 2022
OTHERS,OT,2023-06-01,,14.89,,,1536.0,,October 2022
OTHERS,OT,2023-07-01,,14.66,,,1517.0,,October 2022
OTHERS,OT,2023-08-01,,14.91,,,1505.0,,October 2022
OTHERS,OT,2023-09-01,,15.24,,,1478.0,,October 2022
OTHERS,OT,2023-10-01,,15.28,,,1510.0,,October 2022
OTHERS,TRADITIONAL,2022-11-01,1.01,1.05,3.71,292.0,290.0,0.68,October 2022
OTHERS,TRADITIONAL,2022-12-01,1.07,1.1,2.23,277.0,293.0,5.78,October 2022
OTHERS,TRADITIONAL,2023-01-01,1.05,1.13,6.76,296.0,302.0,2.03,October 2022
OTHERS,TRADITIONAL,2023-02-01,1.05,1.17,10.85,315.0,298.0,5.4,October 2022
OTHERS,TRADITIONAL,2023-03-01,1.09,1.19,9.09,331.0,297.0,10.27,October 2022
OTHERS,TRADITIONAL,2023-04-01,,1.25,,,297.0,,October 2022
OTHERS,TRADITIONAL,2023-05-01,,1.29,,,289.0,,October 2022
OTHERS,TRADITIONAL,2023-06-01,,1.35,,,292.0,,October 2022
OTHERS,TRADITIONAL,2023-07-01,,1.41,,,293.0,,October 2022
OTHERS,TRADITIONAL,2023-08-01,,1.44,,,289.0,,October 2022
OTHERS,TRADITIONAL,2023-09-01,,1.52,,,294.0,,October 2022
OTHERS,TRADITIONAL,2023-10-01,,1.55,,,296.0,,October 2022
PEPSICO,OT,2022-11-01,9.39,10.02,6.72,2326.0,2511.0,7.95,October 2022
PEPSICO,OT,2022-12-01,10.09,10.19,0.99,2217.0,2461.0,11.01,October 2022
PEPSICO,OT,2023-01-01,10.07,10.37,2.91,2305.0,2425.0,5.21,October 2022
PEPSICO,OT,2023-02-01,9.62,10.03,4.2,2247.0,2392.0,6.45,October 2022
PEPSICO,OT,2023-03-01,10.0,9.82,1.8,2261.0,2392.0,5.79,October 2022
PEPSICO,OT,2023-04-01,,9.99,,,2377.0,,October 2022
PEPSICO,OT,2023-05-01,,9.8,,,2382.0,,October 2022
PEPSICO,OT,2023-06-01,,10.0,,,2435.0,,October 2022
PEPSICO,OT,2023-07-01,,9.94,,,2465.0,,October 2022
PEPSICO,OT,2023-08-01,,9.99,,,2520.0,,October 2022
PEPSICO,OT,2023-09-01,,9.83,,,2512.0,,October 2022
PEPSICO,OT,2023-10-01,,9.94,,,2616.0,,October 2022
PEPSICO,TRADITIONAL,2022-11-01,1.76,1.76,0.06,1551.0,1552.0,0.06,October 2022
PEPSICO,TRADITIONAL,2022-12-01,1.86,1.8,3.32,1576.0,1544.0,2.03,October 2022
PEPSICO,TRADITIONAL,2023-01-01,1.89,1.84,2.71,1612.0,1522.0,5.58,October 2022
PEPSICO,TRADITIONAL,2023-02-01,1.88,1.87,0.77,1623.0,1510.0,6.96,October 2022
PEPSICO,TRADITIONAL,2023-03-01,1.91,1.86,2.38,1636.0,1485.0,9.23,October 2022
PEPSICO,TRADITIONAL,2023-04-01,,1.9,,,1481.0,,October 2022
PEPSICO,TRADITIONAL,2023-05-01,,1.93,,,1469.0,,October 2022
PEPSICO,TRADITIONAL,2023-06-01,,1.95,,,1457.0,,October 2022
PEPSICO,TRADITIONAL,2023-07-01,,1.99,,,1454.0,,October 2022
PEPSICO,TRADITIONAL,2023-08-01,,2.03,,,1450.0,,October 2022
PEPSICO,TRADITIONAL,2023-09-01,,2.08,,,1447.0,,October 2022
PEPSICO,TRADITIONAL,2023-10-01,,2.12,,,1532.0,,October 2022
SEÑORIAL,OT,2022-11-01,6.7,6.96,3.88,795.0,843.0,6.04,October 2022
SEÑORIAL,OT,2022-12-01,5.88,6.65,13.05,926.0,871.0,5.94,October 2022
SEÑORIAL,OT,2023-01-01,6.52,6.78,3.84,931.0,857.0,7.95,October 2022
SEÑORIAL,OT,2023-02-01,6.98,7.06,1.16,918.0,834.0,9.15,October 2022
SEÑORIAL,OT,2023-03-01,7.34,6.92,5.7,858.0,838.0,2.33,October 2022
SEÑORIAL,OT,2023-04-01,,7.07,,,827.0,,October 2022
SEÑORIAL,OT,2023-05-01,,7.31,,,800.0,,October 2022
SEÑORIAL,OT,2023-06-01,,7.31,,,805.0,,October 2022
SEÑORIAL,OT,2023-07-01,,7.46,,,798.0,,October 2022
SEÑORIAL,OT,2023-08-01,,7.64,,,798.0,,October 2022
SEÑORIAL,OT,2023-09-01,,8.18,,,801.0,,October 2022
SEÑORIAL,OT,2023-10-01,,8.29,,,816.0,,October 2022
SEÑORIAL,TRADITIONAL,2022-11-01,1.01,1.01,0.77,612.0,632.0,3.27,October 2022
SEÑORIAL,TRADITIONAL,2022-12-01,1.01,1.01,0.21,611.0,626.0,2.45,October 2022
SEÑORIAL,TRADITIONAL,2023-01-01,1.01,1.01,0.49,633.0,636.0,0.47,October 2022
SEÑORIAL,TRADITIONAL,2023-02-01,1.02,1.01,0.53,649.0,617.0,4.93,October 2022
SEÑORIAL,TRADITIONAL,2023-03-01,1.03,1.01,2.33,655.0,617.0,5.8,October 2022
SEÑORIAL,TRADITIONAL,2023-04-01,,1.01,,,619.0,,October 2022
SEÑORIAL,TRADITIONAL,2023-05-01,,1.01,,,616.0,,October 2022
SEÑORIAL,TRADITIONAL,2023-06-01,,1.02,,,615.0,,October 2022
SEÑORIAL,TRADITIONAL,2023-07-01,,1.01,,,620.0,,October 2022
SEÑORIAL,TRADITIONAL,2023-08-01,,1.01,,,620.0,,October 2022
SEÑORIAL,TRADITIONAL,2023-09-01,,1.01,,,630.0,,October 2022
SEÑORIAL,TRADITIONAL,2023-10-01,,1.02,,,655.0,,October 2022
BIMBO,OT,2022-12-01,10.47,9.04,13.69,355.0,404.0,13.8,November 2022
BIMBO,OT,2023-01-01,11.05,9.26,16.21,375.0,395.0,5.33,November 2022
BIMBO,OT,2023-02-01,10.95,9.89,9.66,384.0,394.0,2.6,November 2022
BIMBO,OT,2023-03-01,9.83,9.86,0.23,397.0,400.0,0.76,November 2022
BIMBO,OT,2023-04-01,,10.14,,,412.0,,November 2022
BIMBO,OT,2023-05-01,,9.49,,,413.0,,November 2022
BIMBO,OT,2023-06-01,,8.87,,,431.0,,November 2022
BIMBO,OT,2023-07-01,,8.75,,,413.0,,November 2022
BIMBO,OT,2023-08-01,,9.2,,,429.0,,November 2022
BIMBO,OT,2023-09-01,,9.76,,,421.0,,November 2022
BIMBO,OT,2023-10-01,,9.93,,,442.0,,November 2022
BIMBO,OT,2023-11-01,,9.88,,,402.0,,November 2022
BIMBO,TRADITIONAL,2022-12-01,4.06,4.3,5.96,96.0,109.0,13.54,November 2022
BIMBO,TRADITIONAL,2023-01-01,4.01,4.17,3.85,96.0,108.0,12.5,November 2022
BIMBO,TRADITIONAL,2023-02-01,4.18,4.19,0.19,100.0,112.0,12.0,November 2022
BIMBO,TRADITIONAL,2023-03-01,4.36,4.24,2.78,105.0,113.0,7.62,November 2022
BIMBO,TRADITIONAL,2023-04-01,,4.17,,,121.0,,November 2022
BIMBO,TRADITIONAL,2023-05-01,,4.2,,,118.0,,November 2022
BIMBO,TRADITIONAL,2023-06-01,,4.34,,,127.0,,November 2022
BIMBO,TRADITIONAL,2023-07-01,,4.38,,,135.0,,November 2022
BIMBO,TRADITIONAL,2023-08-01,,4.56,,,139.0,,November 2022
BIMBO,TRADITIONAL,2023-09-01,,4.59,,,146.0,,November 2022
BIMBO,TRADITIONAL,2023-10-01,,4.63,,,150.0,,November 2022
BIMBO,TRADITIONAL,2023-11-01,,4.68,,,156.0,,November 2022
DIANA,OT,2022-12-01,6.69,6.74,0.64,918.0,1091.0,18.85,November 2022
DIANA,OT,2023-01-01,6.81,6.47,5.05,908.0,1046.0,15.2,November 2022
DIANA,OT,2023-02-01,6.79,6.59,2.95,914.0,1038.0,13.57,November 2022
DIANA,OT,2023-03-01,6.8,6.37,6.41,948.0,1141.0,20.36,November 2022
DIANA,OT,2023-04-01,,6.39,,,1129.0,,November 2022
DIANA,OT,2023-05-01,,6.45,,,1154.0,,November 2022
DIANA,OT,2023-06-01,,6.34,,,1135.0,,November 2022
DIANA,OT,2023-07-01,,6.47,,,1115.0,,November 2022
DIANA,OT,2023-08-01,,6.56,,,1086.0,,November 2022
DIANA,OT,2023-09-01,,6.3,,,1103.0,,November 2022
DIANA,OT,2023-10-01,,6.61,,,1132.0,,November 2022
DIANA,OT,2023-11-01,,6.6,,,1109.0,,November 2022
DIANA,TRADITIONAL,2022-12-01,1.05,1.08,2.96,626.0,626.0,0.0,November 2022
DIANA,TRADITIONAL,2023-01-01,1.06,1.09,2.19,646.0,622.0,3.72,November 2022
DIANA,TRADITIONAL,2023-02-01,1.07,1.1,2.28,644.0,610.0,5.28,November 2022
DIANA,TRADITIONAL,2023-03-01,1.08,1.11,3.38,646.0,608.0,5.88,November 2022
DIANA,TRADITIONAL,2023-04-01,,1.12,,,613.0,,November 2022
DIANA,TRADITIONAL,2023-05-01,,1.14,,,600.0,,November 2022
DIANA,TRADITIONAL,2023-06-01,,1.16,,,594.0,,November 2022
DIANA,TRADITIONAL,2023-07-01,,1.17,,,600.0,,November 2022
DIANA,TRADITIONAL,2023-08-01,,1.21,,,590.0,,November 2022
DIANA,TRADITIONAL,2023-09-01,,1.23,,,589.0,,November 2022
DIANA,TRADITIONAL,2023-10-01,,1.23,,,613.0,,November 2022
DIANA,TRADITIONAL,2023-11-01,,1.24,,,615.0,,November 2022
DINANT,OT,2022-12-01,8.81,9.03,2.43,392.0,452.0,15.31,November 2022
DINANT,OT,2023-01-01,9.15,9.55,4.36,386.0,400.0,3.63,November 2022
DINANT,OT,2023-02-01,8.99,10.01,11.33,372.0,392.0,5.38,November 2022
DINANT,OT,2023-03-01,8.98,9.36,4.2,415.0,401.0,3.37,November 2022
DINANT,OT,2023-04-01,,9.5,,,395.0,,November 2022
DINANT,OT,2023-05-01,,9.65,,,381.0,,November 2022
DINANT,OT,2023-06-01,,9.61,,,380.0,,November 2022
DINANT,OT,2023-07-01,,9.51,,,365.0,,November 2022
DINANT,OT,2023-08-01,,9.88,,,376.0,,November 2022
DINANT,OT,2023-09-01,,10.14,,,379.0,,November 2022
DINANT,OT,2023-10-01,,10.37,,,398.0,,November 2022
DINANT,OT,2023-11-01,,10.22,,,398.0,,November 2022
DINANT,TRADITIONAL,2022-12-01,1.47,1.49,0.94,353.0,420.0,18.98,November 2022
DINANT,TRADITIONAL,2023-01-01,1.45,1.52,4.71,400.0,392.0,2.0,November 2022
DINANT,TRADITIONAL,2023-02-01,1.41,1.53,8.16,413.0,388.0,6.05,November 2022
DINANT,TRADITIONAL,2023-03-01,1.41,1.57,10.91,420.0,390.0,7.14,November 2022
DINANT,TRADITIONAL,2023-04-01,,1.62,,,396.0,,November 2022
DINANT,TRADITIONAL,2023-05-01,,1.63,,,384.0,,November 2022
DINANT,TRADITIONAL,2023-06-01,,1.69,,,380.0,,November 2022
DINANT,TRADITIONAL,2023-07-01,,1.73,,,381.0,,November 2022
DINANT,TRADITIONAL,2023-08-01,,1.76,,,375.0,,November 2022
DINANT,TRADITIONAL,2023-09-01,,1.83,,,372.0,,November 2022
DINANT,TRADITIONAL,2023-10-01,,1.89,,,384.0,,November 2022
DINANT,TRADITIONAL,2023-11-01,,1.92,,,384.0,,November 2022
KELLOGGS,OT,2022-12-01,15.31,14.17,7.42,638.0,598.0,6.27,November 2022
KELLOGGS,OT,2023-01-01,13.97,13.02,6.78,688.0,565.0,17.88,November 2022
KELLOGGS,OT,2023-02-01,13.1,12.29,6.17,628.0,536.0,14.65,November 2022
KELLOGGS,OT,2023-03-01,14.38,13.12,8.76,604.0,531.0,12.09,November 2022
KELLOGGS,OT,2023-04-01,,13.87,,,519.0,,November 2022
KELLOGGS,OT,2023-05-01,,13.52,,,516.0,,November 2022
KELLOGGS,OT,2023-06-01,,13.94,,,508.0,,November 2022
KELLOGGS,OT,2023-07-01,,14.11,,,498.0,,November 2022
KELLOGGS,OT,2023-08-01,,13.94,,,488.0,,November 2022
KELLOGGS,OT,2023-09-01,,13.9,,,464.0,,November 2022
KELLOGGS,OT,2023-10-01,,14.44,,,498.0,,November 2022
KELLOGGS,OT,2023-11-01,,14.75,,,505.0,,November 2022
KELLOGGS,TRADITIONAL,2022-12-01,5.79,5.98,3.27,45.0,52.0,15.56,November 2022
KELLOGGS,TRADITIONAL,2023-01-01,6.69,6.29,5.94,48.0,45.0,6.25,November 2022
KELLOGGS,TRADITIONAL,2023-02-01,6.02,6.48,7.53,49.0,44.0,10.2,November 2022
KELLOGGS,TRADITIONAL,2023-03-01,6.29,6.19,1.62,48.0,41.0,14.58,November 2022
KELLOGGS,TRADITIONAL,2023-04-01,,6.2,,,48.0,,November 2022
KELLOGGS,TRADITIONAL,2023-05-01,,6.37,,,44.0,,November 2022
KELLOGGS,TRADITIONAL,2023-06-01,,6.3,,,45.0,,November 2022
KELLOGGS,TRADITIONAL,2023-07-01,,6.23,,,42.0,,November 2022
KELLOGGS,TRADITIONAL,2023-08-01,,6.15,,,44.0,,November 2022
KELLOGGS,TRADITIONAL,2023-09-01,,6.33,,,41.0,,November 2022
KELLOGGS,TRADITIONAL,2023-10-01,,6.08,,,48.0,,November 2022
KELLOGGS,TRADITIONAL,2023-11-01,,6.08,,,42.0,,November 2022
OTHERS,OT,2022-12-01,13.83,14.68,6.18,1579.0,1590.0,0.7,November 2022
OTHERS,OT,2023-01-01,13.26,14.68,10.68,1661.0,1433.0,13.73,November 2022
OTHERS,OT,2023-02-01,12.88,14.98,16.28,1573.0,1393.0,11.44,November 2022
OTHERS,OT,2023-03-01,12.9,14.89,15.38,1552.0,1452.0,6.44,November 2022
OTHERS,OT,2023-04-01,,15.14,,,1468.0,,November 2022
OTHERS,OT,2023-05-01,,15.1,,,1479.0,,November 2022
OTHERS,OT,2023-06-01,,15.24,,,1487.0,,November 2022
OTHERS,OT,2023-07-01,,15.04,,,1465.0,,November 2022
OTHERS,OT,2023-08-01,,15.52,,,1444.0,,November 2022
OTHERS,OT,2023-09-01,,15.7,,,1419.0,,November 2022
OTHERS,OT,2023-10-01,,15.81,,,1449.0,,November 2022
OTHERS,OT,2023-11-01,,15.55,,,1489.0,,November 2022
OTHERS,TRADITIONAL,2022-12-01,1.07,1.05,2.11,277.0,293.0,5.78,November 2022
OTHERS,TRADITIONAL,2023-01-01,1.05,1.07,1.54,296.0,298.0,0.68,November 2022
OTHERS,TRADITIONAL,2023-02-01,1.05,1.1,4.76,315.0,292.0,7.3,November 2022
OTHERS,TRADITIONAL,2023-03-01,1.09,1.11,2.46,331.0,288.0,12.99,November 2022
OTHERS,TRADITIONAL,2023-04-01,,1.17,,,285.0,,November 2022
OTHERS,TRADITIONAL,2023-05-01,,1.2,,,276.0,,November 2022
OTHERS,TRADITIONAL,2023-06-01,,1.25,,,276.0,,November 2022
OTHERS,TRADITIONAL,2023-07-01,,1.29,,,274.0,,November 2022
OTHERS,TRADITIONAL,2023-08-01,,1.32,,,268.0,,November 2022
OTHERS,TRADITIONAL,2023-09-01,,1.38,,,271.0,,November 2022
OTHERS,TRADITIONAL,2023-10-01,,1.41,,,271.0,,November 2022
OTHERS,TRADITIONAL,2023-11-01,,1.42,,,270.0,,November 2022
PEPSICO,OT,2022-12-01,10.09,9.46,6.3,2217.0,2271.0,2.44,November 2022
PEPSICO,OT,2023-01-01,10.07,9.64,4.32,2305.0,2233.0,3.12,November 2022
